glyph,unicode,sjeng,xu,hey,tonk,dew,polyhedron中古全拼,fanqie
𰺑,U+30E91,影,合,文,三,上,qyonx,於粉
𫟥,U+2B7E5,溪,開,耕,二,平,khreng,口莖
𰺘,U+30E98,溪,開,耕,二,平,khreng,口莖
𰺝,U+30E9D,昌,開,鍾,三,平,chjyung,尺容
𰺝,U+30E9D,澄,開,江,二,去,drungh,直絳
𫟦,U+2B7E6,邪,合,脂A,三,去,zsyih,徐醉
𰺠,U+30EA0,疑,開,寒,一,入,ngat,五割
𰺠,U+30EA0,疑,開,仙B,三,入,ngiet,魚列
𰺭,U+30EAD,匣,合,泰,一,去,ghuad,黃外
𰼑,U+30F11,明,開,齊,四,平,me,莫兮
𰽺,U+30F7A,見,合,支B,三,上,kyex,過委
𰽸,U+30F78,滂,開,青,四,入,phek,普擊
𬭆,U+2CB46,端,合,戈,一,上,tuax,丁果
𰾈,U+30F88,心,開,歌,一,平,sa,素何
𰾖,U+30F96,定,合,戈,一,上,duax,徒果
𫔋,U+2B50B,溪,合,桓,一,上,khuanx,苦管
𫔋,U+2B50B,溪,合,桓,一,去,khuanh,口喚
𬭴,U+2CB74,見,開,先,四,入,ket,古屑
𰿁,U+30FC1,影,開,豪,一,平,qau,於刀
𨱖,U+28C56,明,合,微,三,平,myoi,無非
𫔆,U+2B506,並,開,佳,二,上,brex,薄蟹
𰽝,U+30F5D,來,開,青,四,入,lek,郎擊
𨧮,U+289EE,明,開,支A,三,平,mje,武移
𮤬,U+2E92C,徹,合,虞,三,去,thryoh,丑注
𮸥,U+2EE25,匣,開,山,二,入,ghret,胡八
𮸥,U+2EE25,匣,開,先,四,入,ghet,胡結
𨸄,U+28E04,匣,開,山,二,上,ghrenx,胡簡
𬮨,U+2CBA8,曉,合,耕,二,入,hruek,呼麥
𰿴,U+30FF4,影,開,刪,二,入,qrat,乙鎋
𰿫,U+30FEB,溪,合,佳,二,平,khrue,苦緺
𰿫,U+30FEB,云,合,支B,三,上,yex,韋委
𨷿,U+28DFF,曉,開,陽,三,去,hiangh,許亮
𬮺,U+2CBBA,並,開,尤,三,上,biux,房久
𬮺,U+2CBBA,明,開,麻,二,去,mrah,莫駕
𨸟,U+28E1F,溪,合,虞,三,平,khyo,豈俱
𱁒,U+31052,定,合,灰,一,去,duaih,徒對
𮸮,U+2EE2E,曉,開,先,四,入,het,虎結
𫖅,U+2B585,來,開,東,一,平,lung,盧紅
𱁽,U+3107D,來,開,寒,一,平,lan,落干
𩏼,U+293FC,泥,開,覃,一,入,nop,奴荅
𱂅,U+31085,幫,開,脂B,三,去,piih,兵媚
𩐀,U+29400,匣,開,麻,二,平,ghra,胡加
𬰷,U+2CC37,昌,開,鹽A,三,平,chjem,處占
𬰷,U+2CC37,昌,開,鹽A,三,去,chjemh,昌豔
𱂌,U+3108C,影,合,庚,二,入,qruak,乙白
𱂌,U+3108C,影,合,庚,三,入,qyek,一虢
𱂎,U+3108E,匣,開,皆,二,去,ghraih,胡介
𫖫,U+2B5AB,章,開,侵A,三,上,cjimx,章荏
𫖫,U+2B5AB,端,開,覃,一,上,tomx,都感
𱂢,U+310A2,章,合,仙A,三,入,cjyet,職悅
𫖬,U+2B5AC,章,開,眞A,三,上,cjinx,章忍
𫖱,U+2B5B1,見,開,痕,一,上,konx,古很
𫖰,U+2B5B0,端,開,歌,一,上,tax,丁可
𬥈,U+2C948,明,開,肴,二,去,mrauh,莫敎
𱂮,U+310AE,滂,開,齊,四,上,phex,匹米
𬱦,U+2CC66,溪,開,之,三,平,khi,去其
𬱮,U+2CC6E,影,開,肴,二,平,qrau,於交
𫖲,U+2B5B2,云,合,文,三,上,yonx,云粉
𫖲,U+2B5B2,匣,合,魂,一,上,ghuonx,胡本
𬱰,U+2CC70,並,開,脂B,三,平,bii,符悲
𬱰,U+2CC70,滂,開,脂B,三,平,phii,敷悲
𱆚,U+3119A,溪,開,之,三,平,khi,去其
𱆚,U+3119A,溪,合,灰,一,上,khuaix,口猥
𱆚,U+3119A,疑,合,灰,一,上,nguaix,五罪
𬱬,U+2CC6C,清,開,覃,一,上,chomx,七感
𬱬,U+2CC6C,心,開,覃,一,上,somx,桑感
𩖗,U+29597,群,開,侵B,三,上,gimx,渠飲
𩖗,U+29597,云,開,侵B,三,去,imh,于禁
𫖺,U+2B5BA,並,合,文,三,平,byon,符分
𫗇,U+2B5C7,云,合,眞B,三,入,yt,于筆
𫠈,U+2B808,滂,開,先,四,入,phet,普蔑
𫠈,U+2B808,幫,開,蒸,三,入,pik,彼側
𱃖,U+310D6,影,開,尤,三,上,qiux,於柳
𱃖,U+310D6,影,開,幽,三,上,qyx,於糾
𬱸,U+2CC78,曉,合,諄,三,入,hjyt,許聿
𬱸,U+2CC78,曉,合,元,三,入,hyat,許月
𬲀,U+2CC80,曉,合,文,三,入,hyot,許勿
𬲀,U+2CC80,曉,合,魂,一,入,huot,呼骨
𬱿,U+2CC7F,見,合,耕,二,入,kruek,古獲
𱃜,U+310DC,日,合,支A,三,平,njye,人垂
𩙮,U+2966E,曉,開,肴,二,平,hrau,許交
𩙯,U+2966F,匣,合,庚,二,平,ghruang,戸盲
𩙧,U+29667,定,開,豪,一,平,dau,徒刀
𩙧,U+29667,澄,開,尤,三,平,driu,直由
𱃙,U+310D9,來,開,尤,三,平,liu,力求
𫗟,U+2B5DF,疑,合,元,三,平,ngyan,愚袁
𬲮,U+2CCAE,端,開,齊,四,平,te,都奚
𬲮,U+2CCAE,定,開,齊,四,平,de,杜奚
𱃵,U+310F5,影,開,陽,三,上,qiangx,於兩
𱃵,U+310F5,影,開,陽,三,去,qiangh,於亮
𬲫,U+2CCAB,娘,開,鹽B,三,平,nriem,女廉
𬲫,U+2CCAB,泥,開,添,四,平,nem,奴兼
𱃷,U+310F7,幫,合,桓,一,上,puanx,博管
𬲻,U+2CCBB,定,開,齊,四,平,de,杜奚
𩠈,U+29808,日,開,侵A,三,上,njimx,如甚
𱄃,U+31103,見,開,元,三,平,kian,居言
𬳅,U+2CCC5,心,合,支A,三,上,syex,息委
𫗱,U+2B5F1,來,開,鹽A,三,上,liemx,良冉
𬳋,U+2CCCB,心,開,蒸,三,入,sik,相即
𱃹,U+310F9,疑,開,痕,一,去,ngonh,五恨
𫗰,U+2B5F0,端,合,灰,一,平,tuai,都回
𬲕,U+2CC95,精,開,談,一,上,camx,子敢
𬳑,U+2CCD1,影,開,庚,三,上,qiengx,於丙
𱄉,U+31109,影,合,魂,一,去,quonh,烏困
𱄉,U+31109,影,開,痕,一,去,qonh,烏恨
𬲲,U+2CCB2,娘,開,耕,二,平,nreng,女耕
𬱯,U+2CC6F,書,開,尤,三,上,sjux,書九
𩧭,U+299ED,以,開,眞A,三,入,jit,夷質
𩧭,U+299ED,定,開,先,四,入,det,徒結
𱅄,U+31144,並,合,桓,一,入,buat,蒲撥
𫠊,U+2B80A,匣,合,先,四,平,ghuen,胡涓
𬴁,U+2CD01,疑,開,寒,一,去,nganh,五旰
𩧰,U+299F0,匣,合,魂,一,平,ghuon,戸昆
𩧿,U+299FF,幫,開,蒸,三,入,pik,彼側
𱅠,U+31160,匣,開,寒,一,平,ghan,胡安
𱅠,U+31160,匣,開,寒,一,去,ghanh,侯旰
𩨏,U+29A0F,並,合,元,三,平,byan,附袁
𬳸,U+2CCF8,影,開,冬,一,入,quuk,烏酷
𬳸,U+2CCF8,見,開,江,二,入,kruk,古岳
𬳸,U+2CCF8,影,開,江,二,入,qruk,於角
𬴍,U+2CD0D,來,開,東,一,入,luk,盧谷
𩧪,U+299EA,並,開,東,一,平,bung,薄紅
𩧪,U+299EA,來,開,江,二,平,lrung,呂江
𩩈,U+29A48,見,合,泰,一,去,kuad,古外
𱆃,U+31183,溪,合,脂B,三,去,khyih,丘愧
𱆅,U+31185,來,開,談,一,平,lam,魯甘
𱆈,U+31188,精,開,寒,一,上,canx,作旱
𱆈,U+31188,精,開,寒,一,去,canh,則旰
𱆈,U+31188,精,開,桓,一,入,cuat,姊末
𱆙,U+31199,初,開,肴,二,平,chrau,楚交
𱆙,U+31199,崇,開,肴,二,上,zraux,士絞
𱇍,U+311CD,影,開,山,二,入,qret,烏黠
𱇕,U+311D5,疑,開,魚,三,平,ngio,語居
𱇑,U+311D1,幫,開,泰,一,去,pad,愽蓋
𱇤,U+311E4,影,開,蕭,四,平,qeu,於堯
𱇤,U+311E4,影,開,尤,三,上,qiux,於柳
𱇚,U+311DA,明,合,桓,一,入,muat,莫撥
𱇬,U+311EC,以,開,之,三,平,ji,與之
𱇥,U+311E5,見,開,登,一,去,kongh,古鄧
𱇲,U+311F2,滂,合,虞,三,平,phyo,芳無
𱇲,U+311F2,並,開,尤,三,平,biu,縛謀
𱇰,U+311F0,影,開,嚴,三,入,qiap,於業
𮬠,U+2EB20,來,開,鍾,三,入,lyuk,力玉
𱇷,U+311F7,清,開,陽,三,入,chiak,七雀
𱇷,U+311F7,清,開,唐,一,入,chak,倉各
𱈀,U+31200,見,開,魚,三,去,kioh,居御
𱇽,U+311FD,見,開,東,三,入,kiuk,居六
𱇽,U+311FD,群,開,東,三,入,giuk,渠竹
𱇽,U+311FD,溪,開,鍾,三,入,khyuk,丘玉
𱇻,U+311FB,見,開,添,四,去,kemh,古念
𱇻,U+311FB,匣,開,咸,二,去,ghremh,戸韽
𱇹,U+311F9,章,開,祭A,三,去,cjed,征例
𩾊,U+29F8A,心,開,魚,三,平,sio,相居
𬶤,U+2CDA4,定,開,齊,四,平,de,杜奚
𬶤,U+2CDA4,定,開,齊,四,平,de,杜奚
𮬢,U+2EB22,影,開,東,一,平,qung,烏紅
䲣,U+4CA3,疑,開,魚,三,平,ngio,語居
𮬡,U+2EB21,匣,合,山,二,入,ghruet,戸八
𱈆,U+31206,來,合,虞,三,平,lyo,力朱
𱈆,U+31206,來,開,侯,一,平,lu,落侯
鳚,U+9CDA,影,合,微,三,去,qyoih,於胃
𬶎,U+2CD8E,精,開,先,四,入,cet,子結
𱈖,U+31216,來,開,泰,一,去,lad,落蓋
𱈖,U+31216,透,開,寒,一,入,that,他達
𱈛,U+3121B,明,開,登,一,去,mongh,武亘
𪉂,U+2A242,云,合,文,三,去,yonh,王問
𮭡,U+2EB61,見,開,皆,二,去,kraih,古拜
𱉖,U+31256,並,開,脂B,三,平,bii,符悲
𱉙,U+31259,章,開,支A,三,上,cjex,諸氏
𱉞,U+3125E,明,合,虞,三,上,myox,文甫
𱉞,U+3125E,明,開,侯,一,上,mux,莫厚
𮭥,U+2EB65,見,開,鍾,三,平,kyung,九容
𱉤,U+31264,見,合,齊,四,去,kueh,古惠
𱉺,U+3127A,並,開,尤,三,平,biu,縛謀
𱉶,U+31276,溪,開,咍,一,去,khaih,苦蓋
𱉶,U+31276,溪,開,泰,一,去,khad,苦蓋
𱉶,U+31276,溪,開,寒,一,去,khanh,苦旰
𱉶,U+31276,溪,開,寒,一,入,khat,苦曷
𱊂,U+31282,明,開,庚,三,平,mieng,武兵
𫛰,U+2B6F0,群,開,之,三,平,gi,渠之
𫛮,U+2B6EE,幫,開,仙A,三,入,pjet,并列
𫛼,U+2B6FC,群,合,脂A,三,平,gjyi,渠隹
𱊙,U+31299,章,開,眞A,三,去,cjinh,章刃
𱊣,U+312A3,影,開,覃,一,平,qom,烏含
𱊪,U+312AA,來,開,青,四,平,leng,郎丁
𮭰,U+2EB70,見,開,唐,一,上,kangx,各朗
𱊼,U+312BC,初,合,夬,二,去,chruad,楚夬
𪎈,U+2A388,以,開,蒸,三,入,jik,與職
𬹅,U+2CE45,從,開,咍,一,平,zai,昨哉
𱋆,U+312C6,生,開,刪,二,去,sranh,所晏
𱋊,U+312CA,明,合,桓,一,入,muat,莫撥
𱋎,U+312CE,匣,合,山,二,入,ghruet,戸八
𱋔,U+312D4,幫,開,清,三,上,pjengx,必郢
𬹉,U+2CE49,匣,合,魂,一,平,ghuon,戸昆
𬹉,U+2CE49,匣,合,刪,二,上,ghruanx,戸板
𱋙,U+312D9,見,合,戈,一,上,kuax,古火
𱋙,U+312D9,匣,合,麻,二,上,ghruax,胡瓦
𱋝,U+312DD,並,開,侯,一,上,bux,蒲口
𫜔,U+2B714,並,開,支A,三,平,bje,符支
𱋪,U+312EA,澄,開,清,三,入,driek,直炙
𱋪,U+312EA,定,開,青,四,入,dek,徒歷
𱋫,U+312EB,見,合,庚,二,上,kruangx,古猛
𱋴,U+312F4,昌,開,仙A,三,上,chjenx,昌善
𬓸,U+2C4F8,生,開,佳,二,去,sreh,所賣
𪑅,U+2A445,影,合,泰,一,去,quad,烏外
𪑅,U+2A445,影,合,夬,二,去,qruad,烏快
𫜙,U+2B719,以,開,蒸,三,去,jingh,以證
𮯙,U+2EBD9,溪,開,麻,二,平,khra,苦加
𬺍,U+2CE8D,溪,開,咸,二,入,khrep,苦洽
𬺍,U+2CE8D,見,開,咸,二,入,krep,古洽
𬺃,U+2CE83,見,開,咍,一,平,kai,古哀
𬺉,U+2CE89,初,開,耕,二,入,chrek,楚革
𱍇,U+31347,章,開,東,三,平,cjung,職戎
𱍇,U+31347,定,開,冬,一,平,duung,徒冬
𫜳,U+2B733,泥,開,覃,一,平,nom,那含
𫜳,U+2B733,日,開,鹽A,三,平,njem,汝鹽
并,U+5E76,並,開,青,四,上,bengx,蒲迥
乱,U+4E71,來,合,桓,一,去,luanh,郎段
亚,U+4E9A,影,開,麻,二,去,qrah,衣嫁
伫,U+4F2B,澄,開,魚,三,上,driox,直吕
并,U+5E76,幫,開,清,三,上,pjengx,必郢
并,U+5E76,並,開,青,四,上,bengx,蒲迥
并,U+5E76,幫,開,清,三,去,pjengh,畀政
来,U+6765,來,開,咍,一,平,lai,洛哀
仑,U+4ED1,來,合,諄,三,平,lyn,力迍
俣,U+4FE3,疑,合,虞,三,上,ngyox,虞矩
系,U+7CFB,見,開,齊,四,去,keh,古詣
𠇹,U+201F9,疑,開,先,四,平,ngen,五堅
𠇹,U+201F9,疑,開,耕,二,平,ngreng,五莖
𠇹,U+201F9,見,開,青,四,去,kengh,古定
伣,U+4F23,匣,開,先,四,上,ghenx,胡典
伣,U+4F23,溪,開,先,四,去,khenh,苦甸
侠,U+4FA0,匣,開,添,四,入,ghep,胡頰
伥,U+4F25,徹,開,陽,三,平,thriang,禇羊
伥,U+4F25,知,開,庚,二,去,trangh,猪孟
俫,U+4FEB,來,開,之,三,平,li,里之
仓,U+4ED3,清,開,唐,一,平,chang,七岡
个,U+4E2A,見,開,歌,一,去,kah,古賀
伦,U+4F26,來,合,諄,三,平,lyn,力迍
㑈,U+3448,端,開,東,一,平,tung,德紅
伟,U+4F1F,云,合,微,三,上,yoix,于鬼
㐽,U+343D,幫,開,東,三,平,piung,方戎
𰁾,U+3007E,並,開,尤,三,上,biux,房久
侧,U+4FA7,莊,開,蒸,三,入,crik,阻力
侦,U+4FA6,徹,開,清,三,平,thrieng,丑貞
侦,U+4FA6,知,開,庚,二,去,trangh,猪孟
侦,U+4FA6,徹,開,清,三,去,thriengh,丑鄭
㐷,U+3437,明,開,麻,二,去,mrah,莫駕
杰,U+6770,群,開,仙B,三,入,giet,渠列
伧,U+4F27,崇,開,庚,二,平,zrang,助庚
伞,U+4F1E,心,開,寒,一,上,sanx,蘇旱
备,U+5907,並,開,脂B,三,去,biih,平祕
𫢺,U+2B8BA,清,開,覃,一,平,chom,倉含
𫢺,U+2B8BA,清,開,覃,一,上,chomx,七感
佣,U+4F63,以,開,鍾,三,平,jyung,餘封
佣,U+4F63,徹,開,鍾,三,平,thryung,丑凶
𰁧,U+30067,心,開,鍾,三,上,syungx,息拱
传,U+4F20,澄,合,仙B,三,平,dryen,直攣
传,U+4F20,澄,合,仙B,三,去,dryenh,直戀
传,U+4F20,知,合,仙B,三,去,tryenh,知戀
伛,U+4F1B,影,合,虞,三,上,qyox,於武
债,U+503A,莊,開,佳,二,去,creh,側賣
债,U+503A,莊,開,耕,二,入,crek,側革
伤,U+4F24,書,開,陽,三,平,sjang,式羊
伤,U+4F24,書,開,陽,三,去,sjangh,式亮
倾,U+503E,溪,合,清,三,平,khjyeng,去營
𰂗,U+30097,端,開,齊,四,去,teh,都計
偻,U+507B,來,開,侯,一,平,lu,落侯
偻,U+507B,來,合,虞,三,上,lyox,力主
偻,U+507B,來,開,侯,一,去,luh,盧候
仅,U+4EC5,群,開,眞B,三,去,ginh,渠遴
𫢪,U+2B8AA,來,開,仙A,三,上,lienx,力展
𫢪,U+2B8AA,來,開,先,四,去,lenh,郎甸
佥,U+4F65,清,開,鹽A,三,平,chiem,七廉
侨,U+4FA8,群,開,宵B,三,平,gieu,巨嬌
𰂜,U+3009C,透,合,灰,一,上,thuaix,吐猥
𰂜,U+3009C,匣,合,灰,一,去,ghuaih,胡對
仆,U+4EC6,並,開,東,一,入,buk,蒲木
仆,U+4EC6,並,開,冬,一,入,buuk,蒲沃
𫢬,U+2B8AC,來,開,豪,一,去,lauh,郎到
伪,U+4F2A,疑,合,支B,三,去,ngyeh,危睡
𫢸,U+2B8B8,常,開,仙A,三,平,zjen,市連
𫢸,U+2B8B8,定,開,寒,一,上,danx,徒旱
𫢸,U+2B8B8,定,開,寒,一,去,danh,徒案
侥,U+4FA5,疑,開,蕭,四,平,ngeu,五聊
偾,U+507E,幫,合,文,三,去,pyonh,方問
𰂎,U+3008E,匣,開,刪,二,上,ghranx,下赧
𰂋,U+3008B,見,開,山,二,上,krenx,古限
价,U+4EF7,見,開,麻,二,去,krah,古訝
𫣊,U+2B8CA,影,開,微,三,上,qioix,於豈
𫣊,U+2B8CA,影,開,咍,一,去,qaih,烏代
仪,U+4EEA,疑,開,支B,三,平,ngie,魚羈
㑺,U+347A,精,合,諄,三,去,cynh,子峻
侬,U+4FAC,泥,開,冬,一,平,nuung,奴冬
亿,U+4EBF,影,開,蒸,三,入,qik,於力
𰁸,U+30078,端,開,唐,一,平,tang,都郎
𰁸,U+30078,端,開,唐,一,去,tangh,丁浪
侩,U+4FA9,見,合,泰,一,去,kuad,古外
俭,U+4FED,群,開,鹽B,三,上,giemx,巨險
傧,U+50A7,幫,開,眞A,三,平,pjin,必鄰
傧,U+50A7,幫,開,眞A,三,去,pjinh,必刃
俦,U+4FE6,澄,開,尤,三,平,driu,直由
俦,U+4FE6,定,開,豪,一,去,dauh,徒到
侪,U+4FAA,崇,開,皆,二,平,zrai,士皆
𫣉,U+2B8C9,來,開,談,一,平,lam,魯甘
偿,U+507F,常,開,陽,三,平,zjang,市羊
偿,U+507F,常,開,陽,三,去,zjangh,時亮
𰂦,U+300A6,來,開,魚,三,上,liox,力舉
𰂏,U+3008F,定,開,東,一,入,duk,徒谷
𰂏,U+3008F,以,開,東,三,入,juk,余六
𰂭,U+300AD,心,開,支A,三,去,sieh,斯義
优,U+4F18,影,開,尤,三,平,qiu,於求
𫢭,U+2B8AD,云,合,支B,三,上,yex,韋委
𫢒,U+2B892,來,開,東,一,上,lungx,力董
𫢒,U+2B892,來,開,鍾,三,去,lyungh,良用
储,U+50A8,澄,開,魚,三,平,drio,直魚
俪,U+4FEA,來,開,齊,四,去,leh,郎計
㑩,U+3469,來,開,歌,一,平,la,魯何
𰃆,U+300C6,精,合,桓,一,上,cuanx,作管
傩,U+50A9,泥,開,歌,一,平,na,諾何
傥,U+50A5,透,開,唐,一,上,thangx,他朗
傥,U+50A5,透,開,唐,一,去,thangh,他浪
俨,U+4FE8,疑,開,嚴,三,上,ngiamx,魚掩
儿,U+513F,日,開,支A,三,平,nje,汝移
儿,U+513F,疑,開,齊,四,平,nge,五稽
两,U+4E24,來,開,陽,三,上,liangx,良㢡
两,U+4E24,來,開,陽,三,去,liangh,力讓
册,U+518C,初,開,耕,二,入,chrek,楚革
净,U+51C0,初,開,耕,二,平,chreng,楚耕
冻,U+51BB,端,開,東,一,平,tung,德紅
冻,U+51BB,端,開,東,一,去,tungh,多貢
𰃷,U+300F7,清,開,唐,一,平,chang,七岡
𪞝,U+2A79D,定,開,唐,一,入,dak,徒落
凛,U+51DB,群,開,侵B,三,平,gim,巨金
凛,U+51DB,來,開,侵A,三,上,limx,力稔
凯,U+51EF,溪,開,咍,一,上,khaix,苦亥
删,U+5220,生,開,刪,二,平,sran,所姦
刭,U+522D,見,開,青,四,上,kengx,古挺
则,U+5219,精,開,登,一,入,cok,子德
克,U+514B,溪,開,登,一,入,khok,苦得
刬,U+522C,初,開,山,二,上,chrenx,初限
刚,U+521A,見,開,唐,一,平,kang,古郎
剐,U+5250,見,合,麻,二,上,kruax,古瓦
剀,U+5240,見,開,咍,一,平,kai,古哀
剀,U+5240,疑,開,咍,一,平,ngai,五來
创,U+521B,初,開,陽,三,平,chriang,初良
创,U+521B,初,開,陽,三,去,chriangh,初亮
𰄞,U+3011E,定,合,桓,一,平,duan,度官
𰄞,U+3011E,章,合,仙A,三,上,cjyenx,旨兖
𰄞,U+3011E,章,合,仙A,三,去,cjyenh,之囀
𠛅,U+206C5,影,開,侯,一,平,qu,烏侯
𠛅,U+206C5,溪,開,侯,一,平,khu,恪侯
划,U+5212,匣,合,耕,二,入,ghruek,胡麥
划,U+5212,曉,合,耕,二,入,hruek,呼麥
剧,U+5267,群,開,庚,三,入,giek,奇逆
刘,U+5218,來,開,尤,三,平,liu,力求
刽,U+523D,見,合,泰,一,去,kuad,古外
刽,U+523D,見,合,桓,一,入,kuat,古活
剂,U+5242,精,合,支A,三,平,cye,遵爲
剂,U+5242,從,開,齊,四,去,zeh,在詣
𭄛,U+2D11B,從,合,桓,一,平,zuan,在丸
𭄛,U+2D11B,精,合,桓,一,平,cuan,借官
劲,U+52B2,見,開,清,三,去,kjengh,居正
𠡠,U+20860,來,開,咍,一,去,laih,落代
动,U+52A8,定,開,東,一,上,dungx,徒揔
务,U+52A1,明,合,虞,三,去,myoh,亡遇
勋,U+52CB,曉,合,文,三,平,hyon,許云
胜,U+80DC,書,開,蒸,三,平,sjing,識蒸
胜,U+80DC,書,開,蒸,三,去,sjingh,詩證
劳,U+52B3,來,開,豪,一,平,lau,魯刀
劳,U+52B3,來,開,豪,一,去,lauh,郎到
势,U+52BF,書,開,祭A,三,去,sjed,舒制
𪟝,U+2A7DD,精,開,青,四,入,cek,則歷
勚,U+52DA,以,開,脂A,三,去,jiih,羊至
勚,U+52DA,以,開,祭A,三,去,jed,餘制
劢,U+52A2,明,開,夬,二,去,mrad,莫話
𰅔,U+30154,來,開,魚,三,去,lioh,良倨
励,U+52B1,來,開,祭A,三,去,lied,力制
劝,U+529D,溪,合,元,三,去,khyanh,去願
匀,U+5300,以,合,諄,三,平,jyn,羊倫
匦,U+5326,見,合,脂B,三,上,kyix,居洧
汇,U+6C47,溪,合,皆,二,平,khruai,苦淮
汇,U+6C47,匣,合,灰,一,上,ghuaix,胡罪
𰅦,U+30166,端,開,寒,一,平,tan,都寒
匮,U+532E,群,合,脂B,三,去,gyih,求位
𰅥,U+30165,定,開,東,一,入,duk,徒谷
区,U+533A,溪,合,虞,三,平,khyo,豈俱
区,U+533A,影,開,侯,一,平,qu,烏侯
协,U+534F,匣,開,添,四,入,ghep,胡頰
却,U+5374,見,開,陽,三,入,kiak,居勺
却,U+5374,溪,開,陽,三,入,khiak,去約
厍,U+538D,書,開,麻,三,去,sjah,始夜
厌,U+538C,影,開,鹽A,三,上,qjemx,於琰
厌,U+538C,影,開,鹽A,三,去,qjemh,於豔
厌,U+538C,影,開,鹽A,三,入,qjep,於葉
𰆚,U+3019A,溪,開,咸,二,平,khrem,苦咸
𰆚,U+3019A,溪,開,嚴,三,平,khiam,丘嚴
厉,U+5389,來,開,祭A,三,去,lied,力制
厣,U+53A3,影,開,鹽A,三,上,qjemx,於琰
参,U+53C2,生,開,侵B,三,平,srim,所今
参,U+53C2,初,開,侵B,三,平,chrim,楚簪
参,U+53C2,清,開,覃,一,平,chom,倉含
参,U+53C2,心,開,談,一,平,sam,蘇甘
参,U+53C2,清,開,覃,一,去,chomh,七紺
丛,U+4E1B,從,開,東,一,平,zung,徂紅
咤,U+54A4,知,開,麻,二,去,trah,陟駕
吴,U+5434,疑,開,模,一,平,ngo,五乎
呙,U+5459,溪,合,佳,二,平,khrue,苦緺
员,U+5458,云,合,文,三,平,yon,王分
𠯟,U+20BDF,匣,開,先,四,上,ghenx,胡典
呗,U+5457,並,開,夬,二,去,brad,薄邁
𰇕,U+301D5,見,開,添,四,入,kep,古協
𫪁,U+2BA81,來,開,皆,二,平,lrai,賴諧
𫪁,U+2BA81,來,開,咍,一,上,laix,來改
问,U+95EE,明,合,文,三,去,myonh,亡運
启,U+542F,溪,開,齊,四,上,khex,康禮
哑,U+54D1,影,開,麻,二,上,qrax,烏下
哑,U+54D1,影,開,麻,二,去,qrah,衣嫁
哑,U+54D1,影,開,庚,二,入,qrak,烏格
哑,U+54D1,影,開,耕,二,入,qrek,於革
㖞,U+359E,溪,合,佳,二,平,khrue,苦緺
唤,U+5524,曉,合,桓,一,去,huanh,火貫
丧,U+4E27,心,開,唐,一,平,sang,息郎
丧,U+4E27,心,開,唐,一,去,sangh,蘇浪
乔,U+4E54,見,開,宵B,三,平,kieu,舉喬
乔,U+4E54,群,開,宵B,三,平,gieu,巨嬌
单,U+5355,端,開,寒,一,平,tan,都寒
单,U+5355,常,開,仙A,三,平,zjen,市連
单,U+5355,常,開,仙A,三,上,zjenx,常演
单,U+5355,常,開,仙A,三,去,zjenh,時戰
啬,U+556C,生,開,蒸,三,入,srik,所力
唝,U+551D,曉,開,東,一,上,hungx,呼孔
呜,U+545C,影,開,模,一,平,qo,哀都
𪡏,U+2A84F,來,開,先,四,平,len,落賢
𰇲,U+301F2,透,開,覃,一,上,thomx,他感
叹,U+53F9,透,開,寒,一,平,than,他干
叹,U+53F9,透,開,寒,一,去,thanh,他旦
喽,U+55BD,來,開,侯,一,平,lu,落侯
喽,U+55BD,來,開,侯,一,上,lux,郎斗
啯,U+556F,見,合,耕,二,入,kruek,古獲
呕,U+5455,影,開,侯,一,平,qu,烏侯
呕,U+5455,影,開,侯,一,上,qux,烏后
啧,U+5567,莊,開,庚,二,入,crak,側伯
啧,U+5567,崇,開,耕,二,入,zrek,士革
啧,U+5567,莊,開,耕,二,入,crek,側革
尝,U+5C1D,常,開,陽,三,平,zjang,市羊
𪡃,U+2A843,明,開,佳,二,上,mrex,莫蟹
唠,U+5520,徹,開,肴,二,平,thrau,敕交
啸,U+5578,心,開,蕭,四,去,seuh,蘇弔
叽,U+53FD,見,開,微,三,平,kioi,居依
𪡞,U+2A85E,溪,合,脂B,三,去,khyih,丘愧
𪡞,U+2A85E,溪,合,皆,二,去,khruaih,苦怪
哓,U+54D3,曉,開,蕭,四,平,heu,許幺
𪡀,U+2A840,群,開,宵A,三,平,gjeu,渠遙
啴,U+5574,透,開,寒,一,平,than,他干
啴,U+5574,昌,開,仙A,三,上,chjenx,昌善
恶,U+6076,影,開,模,一,去,qoh,烏路
𠯠,U+20BE0,曉,合,支B,三,平,hye,許爲
嘘,U+5618,曉,開,魚,三,平,hio,朽居
嘘,U+5618,曉,開,魚,三,去,hioh,許御
𪡋,U+2A84B,疑,開,鹽B,三,上,ngiemx,魚檢
𪡋,U+2A84B,疑,開,鹽B,三,去,ngiemh,魚窆
哝,U+54DD,泥,開,冬,一,平,nuung,奴冬
哝,U+54DD,娘,開,江,二,平,nrung,女江
哕,U+54D5,曉,合,泰,一,去,huad,呼會
哕,U+54D5,影,合,元,三,入,qyat,於月
哕,U+54D5,影,合,仙B,三,入,qyet,乙劣
哙,U+54D9,溪,合,夬,二,去,khruad,苦夬
喷,U+55B7,滂,合,魂,一,平,phuon,普魂
喷,U+55B7,滂,合,魂,一,去,phuonh,普悶
咛,U+549B,泥,開,青,四,平,neng,奴丁
𰈓,U+30213,曉,開,談,一,上,hamx,呼覽
